system	type	sample	genome_id	host_genome_id	subtype	gene_count	genes	contig	start	end	evidence_source	notes
68_length=18675_depth=1.46x_Mok_Hok_Sok_4	Mok_Hok_Sok	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	Mok_Hok_Sok	1	68_length=18675_depth=1.46x_15	68_length=18675_depth=1.46x	68_length=18675_depth=1.46x_15	68_length=18675_depth=1.46x_15	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
55_length=32307_depth=1.02x_Other_Type_IV_6	Other_Type_IV	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	Other_Type_IV	1	55_length=32307_depth=1.02x_6	55_length=32307_depth=1.02x	55_length=32307_depth=1.02x_6	55_length=32307_depth=1.02x_6	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
10_length=124211_depth=0.95x_PD-T4-3_1	PD-T4-3	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	PD-T4-3	1	10_length=124211_depth=0.95x_43	10_length=124211_depth=0.95x	10_length=124211_depth=0.95x_43	10_length=124211_depth=0.95x_43	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
33_length=64109_depth=0.93x_PhiEpX1_Gp15_7	PhiEpX1_Gp15	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	PhiEpX1_Gp15	1	33_length=64109_depth=0.93x_15	33_length=64109_depth=0.93x	33_length=64109_depth=0.93x_15	33_length=64109_depth=0.93x_15	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
20_length=88732_depth=0.98x_ShosTA_5	ShosTA	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	ShosTA	2	20_length=88732_depth=0.98x_50,20_length=88732_depth=0.98x_51	20_length=88732_depth=0.98x	20_length=88732_depth=0.98x_50	20_length=88732_depth=0.98x_51	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
28_length=73416_depth=1.11x_AbiE_15	AbiE	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	AbiE	2	28_length=73416_depth=1.11x_39,28_length=73416_depth=1.11x_40	28_length=73416_depth=1.11x	28_length=73416_depth=1.11x_39	28_length=73416_depth=1.11x_40	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
50_length=23972_depth=1.09x_BREX_I_7	BREX	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	BREX_I	6	50_length=23972_depth=1.09x_13,50_length=23972_depth=1.09x_14,50_length=23972_depth=1.09x_15,50_length=23972_depth=1.09x_16,50_length=23972_depth=1.09x_17,50_length=23972_depth=1.09x_18	50_length=23972_depth=1.09x	50_length=23972_depth=1.09x_13	50_length=23972_depth=1.09x_18	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
14_length=126443_depth=1.07x_DS-24_10	DS-24	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	DS-24	1	14_length=126443_depth=1.07x_118	14_length=126443_depth=1.07x	14_length=126443_depth=1.07x_118	14_length=126443_depth=1.07x_118	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
77_length=7463_depth=1.00x_DS-24_13	DS-24	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	DS-24	1	77_length=7463_depth=1.00x_10	77_length=7463_depth=1.00x	77_length=7463_depth=1.00x_10	77_length=7463_depth=1.00x_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
50_length=23972_depth=1.09x_ENDPaCF1_8	ENDPaCF1	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	ENDPaCF1	1	50_length=23972_depth=1.09x_19	50_length=23972_depth=1.09x	50_length=23972_depth=1.09x_19	50_length=23972_depth=1.09x_19	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
50_length=23972_depth=1.09x_FS_GIY_YIG_9	FS_GIY_YIG	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	FS_GIY_YIG	1	50_length=23972_depth=1.09x_11	50_length=23972_depth=1.09x	50_length=23972_depth=1.09x_11	50_length=23972_depth=1.09x_11	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
14_length=126443_depth=1.07x_GAPS1_11	GAPS1	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	GAPS1	1	14_length=126443_depth=1.07x_90	14_length=126443_depth=1.07x	14_length=126443_depth=1.07x_90	14_length=126443_depth=1.07x_90	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
59_length=16073_depth=1.14x_Hachiman_3	Hachiman	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	Hachiman	2	59_length=16073_depth=1.14x_2,59_length=16073_depth=1.14x_3	59_length=16073_depth=1.14x	59_length=16073_depth=1.14x_2	59_length=16073_depth=1.14x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
69_length=10261_depth=1.42x_Mok_Hok_Sok_5	Mok_Hok_Sok	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	Mok_Hok_Sok	1	69_length=10261_depth=1.42x_2	69_length=10261_depth=1.42x	69_length=10261_depth=1.42x_2	69_length=10261_depth=1.42x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
82_length=6425_depth=1.10x_Other_Type_IV_14	Other_Type_IV	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	Other_Type_IV	1	82_length=6425_depth=1.10x_1	82_length=6425_depth=1.10x	82_length=6425_depth=1.10x_1	82_length=6425_depth=1.10x_1	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
18_length=106174_depth=0.97x_PD-T4-3_1	PD-T4-3	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	PD-T4-3	1	18_length=106174_depth=0.97x_79	18_length=106174_depth=0.97x	18_length=106174_depth=0.97x_79	18_length=106174_depth=0.97x_79	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
14_length=126443_depth=1.07x_PD-T7-1_12	PD-T7-1	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	PD-T7-1	1	14_length=126443_depth=1.07x_93	14_length=126443_depth=1.07x	14_length=126443_depth=1.07x_93	14_length=126443_depth=1.07x_93	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
40_length=34840_depth=1.51x_PD-T7-2_2	PD-T7-2	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	PD-T7-2	2	40_length=34840_depth=1.51x_10,40_length=34840_depth=1.51x_11	40_length=34840_depth=1.51x	40_length=34840_depth=1.51x_10	40_length=34840_depth=1.51x_11	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
27_length=77555_depth=0.92x_N6_N4_RM_Type_III_17	RM_Type_III	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	N6_N4_RM_Type_III	2	27_length=77555_depth=0.92x_62,27_length=77555_depth=0.92x_63	27_length=77555_depth=0.92x	27_length=77555_depth=0.92x_62	27_length=77555_depth=0.92x_63	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
43_length=31033_depth=0.94x_SDIC3_16	SDIC3	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	phagehostlearn_2024_host_HGV2C_03	SDIC3	3	43_length=31033_depth=0.94x_8,43_length=31033_depth=0.94x_9,43_length=31033_depth=0.94x_10	43_length=31033_depth=0.94x	43_length=31033_depth=0.94x_8	43_length=31033_depth=0.94x_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
31_length=53778_depth=1.11x_AbiE_3	AbiE	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	AbiE	2	31_length=53778_depth=1.11x_26,31_length=53778_depth=1.11x_27	31_length=53778_depth=1.11x	31_length=53778_depth=1.11x_26	31_length=53778_depth=1.11x_27	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
35_length=40790_depth=1.46x_Ambrosia_1	Ambrosia	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	Ambrosia	3	35_length=40790_depth=1.46x_5,35_length=40790_depth=1.46x_6,35_length=40790_depth=1.46x_7	35_length=40790_depth=1.46x	35_length=40790_depth=1.46x_5	35_length=40790_depth=1.46x_7	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
44_length=33896_depth=1.16x_Avs2_8	Avs	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	Avs2	1	44_length=33896_depth=1.16x_31	44_length=33896_depth=1.16x	44_length=33896_depth=1.16x_31	44_length=33896_depth=1.16x_31	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
60_length=13560_depth=1.97x_CoCoNut_I-C_2	CoCoNut	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	CoCoNut_I-C	2	60_length=13560_depth=1.97x_8,60_length=13560_depth=1.97x_9	60_length=13560_depth=1.97x	60_length=13560_depth=1.97x_8	60_length=13560_depth=1.97x_9	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
60_length=13560_depth=1.97x_CoCoNut_I-C_2	CoCoNut	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	CoCoNut_I-C	2	60_length=13560_depth=1.97x_8,60_length=13560_depth=1.97x_9	60_length=13560_depth=1.97x	60_length=13560_depth=1.97x_8	60_length=13560_depth=1.97x_9	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=97465_depth=1.10x_DS-32_6	DS-32	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	DS-32	2	16_length=97465_depth=1.10x_52,16_length=97465_depth=1.10x_53	16_length=97465_depth=1.10x	16_length=97465_depth=1.10x_52	16_length=97465_depth=1.10x_53	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
3_length=294172_depth=1.06x_FS_GIY_YIG_4	FS_GIY_YIG	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	FS_GIY_YIG	1	3_length=294172_depth=1.06x_155	3_length=294172_depth=1.06x	3_length=294172_depth=1.06x_155	3_length=294172_depth=1.06x_155	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
60_length=13560_depth=1.97x_GmrSD_RM_Type_IV_13	GmrSD_RM_Type_IV	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	phagehostlearn_2024_host_HGV2C_06	GmrSD_RM_Type_IV	1	60_length=13560_depth=1.97x_8	60_length=13560_depth=1.97x	60_length=13560_depth=1.97x_8	60_length=13560_depth=1.97x_8	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
